Unnamed: 0,FBPost,Label,clean_comment,sentiment_score,sentiment_label
753,"My Kindle makes me feel smart.  I am forever looking using the built in dictionary.  Every time I stumble across an unknown word, I have to find out the meaning.  Love my Kindle -",O,kindl make feel smart forev look use built dictionari everi time stumbl across unknown word find mean love kindl,1,Positive
754,Thats just one of the many things I like about the Kindle. Im loving mine.,P,that one mani thing like kindl im love mine,1,Positive
755,adoro mi kindle es mi nuevo juguete jajajaja,O,adoro mi kindl es mi nuevo juguet jajajaja,1,Positive
756,"@ Rick, mine kept freezing up and I turn mine off or put it to sleep each time I need to put it down.  I also make sure it is fully charged each day.  I know I probably need to send it in but I dont want to give it up to do  so. :)",N,rick mine kept freez turn mine put sleep time need put also make sure fulli charg day know probabl need send dont want give,0,Negative
757,"Am not able to change my fonts for some reason.  Cant get to that option, anyone have a clue why that would be?",O,abl chang font reason cant get option anyon clue would,0,Negative
758,I wish I could manage all my books on the Amazon site instead of having to remove each book one by one!,O,wish could manag book amazon site instead remov book one one,0,Negative
759,"I love this feature too! I was always taught to read a book with a dictionary! Now, its built right into the book! Life is good!  :)",P,love featur alway taught read book dictionari built right book life good,1,Positive
760,I love this function!!,P,love function,1,Positive
761,"This feature is so useful... I am so fond of it that sometimes, while reading a physical book or brochure I try to use it then miss it and wish it was there...",O,featur use fond sometim read physic book brochur tri use miss wish,0,Negative
762,@Melody are you reading a PDF file?,O,melodi read pdf file,0,Negative
763,"On the iPhone you just touch and hold your finger on the word and the def pops up, Im guessing it would be the same on the android.",O,iphon touch hold finger word def pop im guess would android,1,Positive
764,This is one of my favorite features about Kindle!,P,one favorit featur kindl,1,Positive
765,Love my Kindle!  Now Im never without a book!,P,love kindl im never without book,0,Negative
766,I love this feature!!!,P,love featur,1,Positive
767,Like this feature n LOVE my kindle,P,like featur n love kindl,1,Positive
768,"I love being able to have my whole library in my 6"" Kindle space and having it with me all the time! along with Google, Wikipedia, Bibles and notes and my shopping list!",P,love abl whole librari kindl space time along googl wikipedia bibl note shop list,1,Positive
769,"but it does not work for foreign words. example French, so it is not that great a help.............",P,work foreign word exampl french great help,1,Positive
770,I Love my kindle!!  My favorite x-mas gift ever!,P,love kindl favorit x ma gift ever,1,Positive
771,Love this feature!,P,love featur,1,Positive
772,this feature makes me a better reader-understanding what authors are trying to say ive learned so many new words & its meanings,P,featur make better reader understand author tri say ive learn mani new word mean,1,Positive
773,"i still think i should get one for being named kindel frist since i get nothing but jokes about it im just saying everywhere i go the second i get introduced to someone its ""hi my name is kindel"" its a for sure thing i hear some comment about the amazon kindle so just for the jokes alone i should get one of my own and since i will never be able to afford one i could now say see i have one :) plus they are way cool opened to door for stuff like the i pad and i phone",P,still think get one name kindel frist sinc get noth joke im say everywher go second get introduc someon hi name kindel sure thing hear comment amazon kindl joke alon get one sinc never abl afford one could say see one plu way cool open door stuff like pad phone,0,Negative
774,"Love the feature.  Love, love my Kindle.",P,love featur love love kindl,1,Positive
775,I love this feature and so love my kindle=makes life Good!!,P,love featur love kindl make life good,1,Positive
776,This is the best gift Ive ever received from my children.........thanks kids.............,P,best gift ive ever receiv children thank kid,1,Positive
777,The Kindle is the best!!!!!!!!!,P,kindl best,1,Positive
778,Another thing to love about my Kindle!!!,P,anoth thing love kindl,1,Positive
779,This is my favorite part of my Kindle!!!!,P,favorit part kindl,1,Positive
780,"try the pandigital realy cool device for reading andmuch more, nice size, shape, features, price",P,tri pandigit reali cool devic read andmuch nice size shape featur price,1,Positive
781,"Thanks for the useful tip and explanation. Please keep posting them here.  Kindles are chockablock with great features.  Its nice to find them, be reminded, learn more about what a Kindle can do.",P,thank use tip explan pleas keep post kindl chockablock great featur nice find remind learn kindl,1,Positive
782,I also love the dictionary feature. I used to just skip over words I really didnt know. Not anymore!!  It is great. ,P,also love dictionari featur use skip word realli didnt know anymor great,0,Negative
783,Thanks for the tip.. Navigating to the precise word with the 5 way key is a pain... I wish I can type it in a the meaning just gets displayed!,P,thank tip navig precis word way key pain wish type mean get display,1,Positive
784,"@Karen, yes you can do in on the original Kindles. You have to scroll the wheel up to the row where the word you want defined is, then push the scroll button. It will show you the definition for all the words on that row. ",O,karen ye origin kindl scroll wheel row word want defin push scroll button show definit word row,1,Positive
785,The Kindle is worth it JUST for the dictionary. Unlike other readers you can access the dictionary on its own. And it is a pretty darn good dictionary too!,P,kindl worth dictionari unlik reader access dictionari pretti darn good dictionari,1,Positive
786,LOVE my kindle.  <3,P,love kindl,1,Positive
787,It is a great.,P,great,1,Positive
788,"great feature, will use often",P,great featur use often,1,Positive
789,Love the tips!! More!!,P,love tip,1,Positive
790,Great feature as Im reading A Tale Of Two Citites,P,great featur im read tale two citit,1,Positive
791,Thanks for this tip!!!  Did not know that!!!,O,thank tip know,1,Positive
792,"I  downloaded the Bible on my Kindle, at the suggestion of my son.  Now I have one less thing to carry.",O,download bibl kindl suggest son one less thing carri,1,Positive
793,Learn something everyday,O,learn someth everyday,1,Positive
794,Love mine too!!,P,love mine,1,Positive
795,I bought my first Kindle as a gift for my husband but he wouldnt use it!!! I started using it & loved it!!! He Finally decided to use it & I couldnt give it up SOO I had to buy another ONE. This past summer my son was home from college & he started using MY Kindle SOOO Now I have to but another one!!!! We love our Kindles in this family!!! ,P,bought first kindl gift husband wouldnt use start use love final decid use couldnt give soo buy anoth one past summer son home colleg start use kindl sooo anoth one love kindl famili,1,Positive
796,Love Kindle tips!!,P,love kindl tip,1,Positive
797,and this is one of the reason I buy a Kindle for all the young ones in my family.  My 9 yo grandson will be surprised to see his with the nice blue lighted cover that arrived today!,P,one reason buy kindl young one famili yo grandson surpris see nice blue light cover arriv today,1,Positive
798,"OMG, I wish I would have known about this sooner! BUT, this is the coolest thing everrrrrr!!!",P,omg wish would known sooner coolest thing everrrrrr,0,Negative
799,It comes in SO handy!!,O,come handi,1,Positive
800,"What an awesome feature. If I ever get one, I will use that for sure. Hubby teased me last night by acting like he was going to buy one for me & then changed his mind :-(",P,awesom featur ever get one use sure hubbi teas last night act like go buy one chang mind,1,Positive
801,stupid Kindle people - I send PDF documents to be converted today & they didnt convert them & then charged me!!!  Have an email into them now...I already have the PDF format on my Kindle  I need a Kindle format!  I even put CONVERT in CAPS in the subject line & body of my emails - how much clearer do I need to be - it said CONVER to KINDLE format....grr...grr....NOT HAPPY!   NOT HAPPY at all...!!!,P,stupid kindl peopl send pdf document convert today didnt convert charg email alreadi pdf format kindl need kindl format even put convert cap subject line bodi email much clearer need said conver kindl format grr grr happi happi,0,Negative
802,"I too, LOVE my Kindle!",P,love kindl,1,Positive
803,ë­¥ë¯¸??,O,,1,Positive
804,I love this feature!,P,love featur,1,Positive
805,I love this feature. I use it all of the time.  I read a tree book last week I finally got that I had on hold from the local library for several months.  I kept trying to find my 5-way and look up words and the book was so darn heavy and inconvenient.  I was one of those that thought I couldnt get used to the idea of an e-reader because I like the smell and feel of real books.  Now I wouldnt do without my Kindle.,P,love featur use time read tree book last week final got hold local librari sever month kept tri find way look word book darn heavi inconveni one thought couldnt get use idea e reader like smell feel real book wouldnt without kindl,0,Negative
806,Sometimes the definition is at the top of the screen. Depends on where the word being defined is located on the page.,O,sometim definit top screen depend word defin locat page,1,Positive
807,Very handy.  Use it all the time.,P,handi use time,1,Positive
808,"@Barbara Evans, send the email to NAME@free.kindle.com instead of NAME@kindle.com to not be charged. I know theres some way to get Amazon to convert PDFs instead of just send them, but I cant seem to find it. I always use a software program called Calibre when I need to convert documents.",O,barbara evan send email name free kindl com instead name kindl com charg know there way get amazon convert pdf instead send cant seem find alway use softwar program call calibr need convert document,0,Negative
809,"As someone who LOVES to read but has a lacking vocabulary, I LOVE the built in dictionary. It really helped me get over one of my two major reading hurdles. Now if somehow the Kindle can make me read faster, Ill be all set :P",P,someon love read lack vocabulari love built dictionari realli help get one two major read hurdl somehow kindl make read faster ill set p,1,Positive
810,Another reason I love my Kindle.,P,anoth reason love kindl,1,Positive
811,"I still havent been able to archive my books when finished reading.  Any suggestions, Kindle users?",O,still havent abl archiv book finish read suggest kindl user,0,Negative
812,Oh yea I love my kindle and my IPhone kindle like one person said: Im Never without a book. JJ,P,oh yea love kindl iphon kindl like one person said im never without book jj,0,Negative
813,"I found this feature to be so helpful while reading Georgette Heyer books... there are so many archaic phrases, etc..  Yay, Kindle!!Although I find if I go to a 2nd page of a definition, I cant find my way back to my book and have to close it and open it again. Duh.",P,found featur help read georgett heyer book mani archaic phrase etc yay kindl although find go nd page definit cant find way back book close open duh,1,Positive
814,This is a great feature,P,great featur,1,Positive
815,This is a great feature,P,great featur,1,Positive
816,"Ann- for archiving I made a collection and called it ""Read"". That way I keep track of books and know where Im up to, especially when reading a series. Or you could just delete it from your Kindle and it will be archived on your Amazon account for retrieval at a later date should you so wish. ",O,ann archiv made collect call read way keep track book know im especi read seri could delet kindl archiv amazon account retriev later date wish,0,Negative
817,I use the dictionary feature all the time and love it EXCEPT when a word is spelled WRONG due to a typo :),P,use dictionari featur time love except word spell wrong due typo,0,Negative
818,I use the dictionary feature all the time and love it EXCEPT when a word is spelled WRONG due to a typo :),P,use dictionari featur time love except word spell wrong due typo,0,Negative
819,"page numbers are nice, also!",P,page number nice also,1,Positive
820,"I love the built-in dictionary, especially reading books by Lincoln Childs and Douglas Preston.",P,love built dictionari especi read book lincoln child dougla preston,1,Positive
821,"I love the instant gratification of looking up words on my Kindle!  It is one of my top five favorite features.  I recently read a real book-- after keeping constant company with my Kindle since Christmas.  The thing I missed most about going back to a real book was the lack of instant definitions.  I tried keeping my Kindle next to me as I read, looking up words as needed, but somehowthis method lacks the finesse Kindle-reading!",P,love instant gratif look word kindl one top five favorit featur recent read real book keep constant compani kindl sinc christma thing miss go back real book lack instant definit tri keep kindl next read look word need somehowthi method lack finess kindl read,0,Negative
822,All.  I gotta say is this is the best dang thing ever invented!,P,gotta say best dang thing ever invent,1,Positive
823,"Any chance to add a foreign dictionary?  Im reading ""A Child al Confino"" by Eric Lamet.  A wonderful book, but there are snippets of dialog in Italian and German/Yiddish.  Please consider expanding the dictionary options.",P,chanc add foreign dictionari im read child al confino eric lamet wonder book snippet dialog italian german yiddish pleas consid expand dictionari option,1,Positive
824,Im in love with my Kindle!!!,P,im love kindl,1,Positive
825,I bought the latest Tom Clancy in hardback form because Ive always collected his books. Havent finished it yet cause it is too heavy to hold. Im truly spoiled by my Kindle. Probably need to offer the hardback for sale & re-buy for Kindle. ,P,bought latest tom clanci hardback form ive alway collect book havent finish yet caus heavi hold im truli spoil kindl probabl need offer hardback sale buy kindl,0,Negative
826,So luv my Kindle - one of the best gift ever received - luv all the features!!!,P,luv kindl one best gift ever receiv luv featur,1,Positive
827,"Thanks for the tip, Ive only had my baby 4 days and love it already",P,thank tip ive babi day love alreadi,1,Positive
828,I Â´ m using it for every 20th word :),P,use everi th word,1,Positive
829,"Thanks for the tip, very useful :) ",P,thank tip use,1,Positive
830,I really appreciate this being posted so that I can have my Kindle in my hand while looking at how to manage it on fb. It really helped me.,P,realli appreci post kindl hand look manag fb realli help,1,Positive
831,"Minor niggle. It doesnt handle hyphenations well - such as sub-rosa. It will define ""sub"" but then skips ""rosa"" and goes on to the next word. But I love it all the same.",P,minor niggl doesnt handl hyphen well sub rosa defin sub skip rosa goe next word love,1,Positive
832,We love our Kindles here! My husband and two daughters have one!  My husband bought each one of us a new Kindle! I love this new reading experience!,P,love kindl husband two daughter one husband bought one us new kindl love new read experi,1,Positive
833,"Built-in dictionary support is great but... You need to move cursor to the next world again through all page if popup definition is not enough and you need to jump to full world definition: select word - read popup - not enough - jump to full definition - return to page - current selection disappeared - move cursor from beginning of page to next word etc.Another discomfort: if page contains link to footnote, you need to move cursor to link through all page with accompanying word definitions popup. Too annoying :(Kindle need to have different page navigations for word definitions and links",N,built dictionari support great need move cursor next world page popup definit enough need jump full world definit select word read popup enough jump full definit return page current select disappear move cursor begin page next word etc anoth discomfort page contain link footnot need move cursor link page accompani word definit popup annoy kindl need differ page navig word definit link,0,Negative
834,This is the feature I use the most on my Kindle.  Dont skip a word you dont know.  Read the definition immediately to get more understanding from the passage.,O,featur use kindl dont skip word dont know read definit immedi get understand passag,0,Negative
835,I just keep hitting back button to get back to the page I was reading.,O,keep hit back button get back page read,0,Negative
836,Can someone please tell me if you can read your Kindle in the dark?  Does it have internal lighting like reading on the IPhone does? I looked at the Nook and it does not and I need that feature. ,O,someon pleas tell read kindl dark intern light like read iphon look nook need featur,0,Negative
837,"Diane,All E_Inc books (AFAIR) does not have built-in lighting (or illumitation). You need to buy cover with built-in light or stand-alone light.",O,dian e inc book afair built light illumit need buy cover built light stand alon light,1,Positive
838,I really appreciate the enlarging font size. It makes night reading easier,P,realli appreci enlarg font size make night read easier,1,Positive
839,Thats why I chose Kindle!,O,that chose kindl,1,Positive
840,Love my Kindle!,P,love kindl,1,Positive
841,Thanks for the tip. I will be using this one!!,O,thank tip use one,1,Positive
842,So much easier than the way I was doing it.,P,much easier way,1,Positive
843,I think posting these little hints is a great idea.  I know there must be things that I am able to do but have never noticed or figured out.,P,think post littl hint great idea know must thing abl never notic figur,1,Positive
844,Thanks Kindle -- I love  you!!!!!!!!!!!!!!!,P,thank kindl love,1,Positive
845,"And I love that feature...use it all the time, well, I should say frequently.",P,love featur use time well say frequent,1,Positive
846,"I use this feature all the time.  Not sure it will help me learn, but it is nice to know what the word means in the moment.",P,use featur time sure help learn nice know word mean moment,1,Positive
847,"If Kindle could reach out and taser those bothering me while I read, that will be a good app.",O,kindl could reach taser bother read good app,1,Positive
848,"I too love this feature. Keep trying to find the dictionary toggle on my morning news paper, sadly it doesnt seem to have one.",P,love featur keep tri find dictionari toggl morn news paper sadli doesnt seem one,0,Negative
849,I LOVE that feature!,P,love featur,1,Positive
850,"Ann light,  when you finish reading book remove book from device,it will automatically be archived when you remove the book",O,ann light finish read book remov book devic automat archiv remov book,0,Negative
851,Didnt know that thanks.,O,didnt know thank,1,Positive
852,One of my favourite features :-),P,one favourit featur,1,Positive
853,I have cetatinly found the text enlarging useful as i have cataracts forming so the larger print makes reading easier.  I truely love my Kindlexxx,P,cetatinli found text enlarg use cataract form larger print make read easier trueli love kindlexxx,1,Positive
854,Easily my fav feature among many. Kindle simply rocks,O,easili fav featur among mani kindl simpli rock,1,Positive
855,I love the dictionary.  I have been using it for almost 2 years.  Its great when reading Twain or Swedish books.,P,love dictionari use almost year great read twain swedish book,1,Positive
856,Thanks for the info on archiving--Diane: re reading the Kindle in the dark: there is a cover that is lighted which you can purchase from amazon.,O,thank info archiv dian read kindl dark cover light purchas amazon,1,Positive
857,love these reminder tips!!!!!   keep them coming!,P,love remind tip keep come,1,Positive
858,I love the dictionary feature!,P,love dictionari featur,1,Positive
859,"I use an inexpensive led light that straps onto me head with an elastic band, and runs on AA batteries. The light can be used for other things too, not just to light up me Kindle.",P,use inexpens led light strap onto head elast band run aa batteri light use thing light kindl,0,Negative
860,Luv my Kindle !!!!,P,luv kindl,1,Positive
861,Please make a Ukrainian dictionary!,O,pleas make ukrainian dictionari,1,Positive
862,^ Spam.,O,spam,0,Negative
863,"could help them learn to read, wouldnt that be cool.",P,could help learn read wouldnt cool,1,Positive
864,wow that was rude!! ,N,wow rude,0,Negative
865,Does Amazon have a program to donate Kindles to developing countries?,O,amazon program donat kindl develop countri,1,Positive
866,i think thats the point... so they can learn to read...,O,think that point learn read,1,Positive
867,"AMAZON - you need to get the junk off from here.  I know not to click on these links, but others might not.  Bunch of idiots.  As for India - they have most of our businesses now - not in favor of sending them anything.  Sorry!",N,amazon need get junk know click link other might bunch idiot india busi favor send anyth sorri,0,Negative
868,Report PROFILE VIEWS TRACKER as spam so we dont have to put up with this all the time!,O,report profil view tracker spam dont put time,0,Negative
869,A great article........a great idea.......somebody should be sending Kindles to the poverty stricken regions of the globe. I love it!,P,great articl great idea somebodi send kindl poverti stricken region globe love,1,Positive
870,Great story.  And he has a point.,P,great stori point,1,Positive
871,lets make them solar powered first,O,let make solar power first,1,Positive
872,"Andrea, that was my point too, lol.  Im sure the purpose is to help people read, if they were only donated to people who already know how to read then lets donate them to everyone.",P,andrea point lol im sure purpos help peopl read donat peopl alreadi know read let donat everyon,1,Positive
873,"i think sending the developing world kindles would be an awesome idea!! it could help them learn to read, there are dictionaries on it to help, and they could communicate with people all over the world with facebook (i am posting this from my kindle 3) :D",P,think send develop world kindl would awesom idea could help learn read dictionari help could commun peopl world facebook post kindl,1,Positive
874,Oh a solar powered Kindle would be great!!  Not only for developing countries but for our own too!!  Can you imagine not having to worry about losing the charger cable ever again???,N,oh solar power kindl would great develop countri imagin worri lose charger cabl ever,0,Negative
875,"I too just returned from India - Southern India and the children were fascinated by the Kindle! A very poor country, where the people work harder than I have ever seen people work. While I love my kindle and think they to would love and enjoy one - they couldnt afford the cost of books or internet. The average salary is 5US dollars a day.",P,return india southern india children fascin kindl poor countri peopl work harder ever seen peopl work love kindl think would love enjoy one couldnt afford cost book internet averag salari us dollar day,0,Negative
876,"It would also be great it the average US citizen could afford them. Kindles are awesome, but I work 2 jobs and I cant afford one!",P,would also great averag us citizen could afford kindl awesom work job cant afford one,0,Negative
877,Send my son a Kindle and load his school books on it to relieve his frame of carrying home 20 pounds of books and binder daily.,O,send son kindl load school book reliev frame carri home pound book binder daili,1,Positive
878,"Seriously Margaret? Do we just assume now that anyone in the ghettos of the world a.k.a ""developing countries"" cant read? As if your capitalized sentence didnt ooze sarcasm. How could you think that wasnt rude?",N,serious margaret assum anyon ghetto world k develop countri cant read capit sentenc didnt ooz sarcasm could think wasnt rude,0,Negative
879,"While there are issues to work out (power, etc.), this was a very well written essay and I commend the writer for it.  Capturing the essence of a powerful experience is what world travel is all about.",P,issu work power etc well written essay commend writer captur essenc power experi world travel,0,Negative
880,@Karen God forbid your son should have to exorcise a bit. They want to give Kindles do people who have NOTHING and youre complaining about your son you want to be obese.,N,karen god forbid son exorcis bit want give kindl peopl noth your complain son want obes,0,Negative
881,Id like to buy the world a Coke...and a Kindle. :),P,id like buy world coke kindl,1,Positive
882,"Unfortunately I agree with Karen on the overly heavy schoolbooks comment, however they make Kindle formats of many textbooks now, so hopefully that will alleviate that stress soon.  As for sending Kindles to the modernizing world I believe it would be a great idea in theory and probably a horrible idea in practice.  I also believe there are greater concerns in those countries that we need to tackle first before sending them Kindles.",O,unfortun agre karen overli heavi schoolbook comment howev make kindl format mani textbook hope allevi stress soon send kindl modern world believ would great idea theori probabl horribl idea practic also believ greater concern countri need tackl first send kindl,0,Negative
883,"@ C.j.:  Because that is what I do professionally...working for programs that teach illiterate adults here and abroad.  And in the developing countries, most of the adults are functionally illiterate--not their fault.  The capitalized sentence wasnt to ""ooze sarcasm"" at the people, but at the idea we can send technology and it will all magically be better.  Trust me on this:  learning to read as an adult is hard work, and only happens with lots of work by the teachers/tutors and the students.",N,c j profession work program teach illiter adult abroad develop countri adult function illiter fault capit sentenc wasnt ooz sarcasm peopl idea send technolog magic better trust learn read adult hard work happen lot work teacher tutor student,0,Negative
884,"I think its interesting that there are so many that assume people in developing countries go not read. Did anyone read the post, one of the kids was more excited about reading off the kindle then playing around with it. What I took is that the kindle has the potential to renew the interest of the reader and create some excitement that for now a traditional book is lacking.",P,think interest mani assum peopl develop countri go read anyon read post one kid excit read kindl play around took kindl potenti renew interest reader creat excit tradit book lack,1,Positive
885,"@ John Tapley carrying books around causing back issues has nothing to do with exercise. If doing so made kids less fat, then why would there be fat youths still? Get over yourself. Textbooks on kindles would be great. Not so great for irresponsible kids (which is nearly all of them)",N,john tapley carri book around caus back issu noth exercis made kid less fat would fat youth still get textbook kindl would great great irrespons kid nearli,0,Negative
886,Get a better back pack and quit whining about the fact that SCHOOL KIDS have to carry BOOKS.,P,get better back pack quit whine fact school kid carri book,1,Positive
887,"@ John Tapley carrying books around causing back issues has nothing to do with exercise. If doing so made kids less fat, then why would there be fat youths still? Get over yourself. Textbooks on kindles would be great. Not so great for irresponsible kids (which is nearly all of them)",N,john tapley carri book around caus back issu noth exercis made kid less fat would fat youth still get textbook kindl would great great irrespons kid nearli,0,Negative
888,Get a better back pack and quit whining about the fact that SCHOOL KIDS have to carry BOOKS.,P,get better back pack quit whine fact school kid carri book,1,Positive
889,What a delightful and joyful article! I was in a very smart restaurant in Goa about 2 months ago reading my Kindle - the guy at the next table got out his iPad for nothing seemingly more than a bit of showing off. The waiters were fascinated by the Kindle and all wanted to play with it. They ignored the iPad.,P,delight joy articl smart restaur goa month ago read kindl guy next tabl got ipad noth seemingli bit show waiter fascin kindl want play ignor ipad,1,Positive
890,What a brilliant article and idea!   I love my Kindle and learn something new every day I read it!  The dictionary would be so helpful and the text to speech would help in learning to read!  BRILLIANT,P,brilliant articl idea love kindl learn someth new everi day read dictionari would help text speech would help learn read brilliant,1,Positive
891,"God, what a great idea! With the need for books being so profound in the developing world, Kindles could be the answer!",P,god great idea need book profound develop world kindl could answer,1,Positive
892,"This would certainly benefit Amazon. LolBut really, it would be an inexpensive way to spread the wisdom of books.",P,would certainli benefit amazon lolbut realli would inexpens way spread wisdom book,1,Positive
893,"AGREE, AGREE, Agree if I could like this post a million times I would. Teach a man to fish! Not sell crap on Ebay. :-)",P,agre agre agre could like post million time would teach man fish sell crap ebay,1,Positive
894,One of my sons has dyslexia. I would read books required for high school English into a tape recorder and he would listen to them. A Kindle would have saved so much time. What a blessing technology is! This is an amazing tool for dyslexics.,P,one son dyslexia would read book requir high school english tape record would listen kindl would save much time bless technolog amaz tool dyslex,1,Positive
895,Not just developing countries. 25% of the American population is functionally illiterate. We have highschool graduates who can not read their diplomas. Does it get worse than that?,N,develop countri american popul function illiter highschool graduat read diploma get wors,0,Negative
896,Id rather send comdoms.....or the pill,O,id rather send comdom pill,1,Positive
897,"Exactly right, Dragana.",O,exactli right dragana,1,Positive
898,Stop buying textbooks for kids in school. Give them Kindles.,O,stop buy textbook kid school give kindl,0,Negative
899,"They would benefit from decent medication, food and contraception first before a Kindle",P,would benefit decent medic food contracept first kindl,1,Positive
900,Id like to see kindles donated to low income families and schools in the United States as well. There are children who dont have access to books everywhere!,P,id like see kindl donat low incom famili school unit state well children dont access book everywher,0,Negative
901,@Erica pentz: yes! Fantastic idea!,P,erica pentz ye fantast idea,1,Positive
902,"Im going to agree with Margaret on this one. The fact is that reading is a learned skill and there are many countries which havent yet learned it. Its just plain ignorant to think that there ARENT people who dont have this skill. And about the backpacks and textbooks on the kindle, its really an issue of publishers and copyrights and software/hardware issues. A device like (dare I utter it here?) the IPad would be able to handle such a purpose far better. ",P,im go agre margaret one fact read learn skill mani countri havent yet learn plain ignor think arent peopl dont skill backpack textbook kindl realli issu publish copyright softwar hardwar issu devic like dare utter ipad would abl handl purpos far better,0,Negative
903,Very interesting ... :-),P,interest,1,Positive
904,Wait ....Bri...we can go on fb on the kindle...I need to find a kid for a lesson,O,wait bri go fb kindl need find kid lesson,0,Negative
905,AGREE!!!,O,agre,1,Positive
906,Ive gotten almost that good of a reaction with my Kindle 1 at my husbands eye specialists office. Someone with very limited vision has their world opened again with the font changing option. I have been a walking advertisement several times personally. Kindle needs to direct advertise to ophthalmologists!,N,ive gotten almost good reaction kindl husband eye specialist offic someon limit vision world open font chang option walk advertis sever time person kindl need direct advertis ophthalmologist,0,Negative
907,"How about sending this USA struggling author a Kindle? My book is available, on it, and I cannot see it.",N,send usa struggl author kindl book avail cannot see,0,Negative
908,Its a shame all the negative garbage back and forth just because a decent person wrote an article about his vision to help other people. That was a great article! There is way too much tearing things apart instead of looking at the intent of the article.,O,shame neg garbag back forth decent person wrote articl vision help peopl great articl way much tear thing apart instead look intent articl,0,Negative
909,need to know how to SHARE books??????,O,need know share book,1,Positive
910,"Why give things away? Why not offer it to them at a price they can afford? Giving low income families kindles may sound nice, but how about offering a work for a kindle program where low income teens and adults alike could do things like work in a soup kitchen, help clean up parks, and clean graffiti from public areas for x amount of hours in exchange for a kindle?That way they would have pride in knowing they earned it, and it would prevent most of them from selling it for cash",P,give thing away offer price afford give low incom famili kindl may sound nice offer work kindl program low incom teen adult alik could thing like work soup kitchen help clean park clean graffiti public area x amount hour exchang kindl way would pride know earn would prevent sell cash,0,Negative
911,Create source of income first jackass how do u propose they pay for the books the wanna read when they can hardly afford food.these people are dining from hunger and thirst and u wanna give them a kindle your effing sick if u see kids in rags traveling miles away so they can have drinking water and your first thought is to give them a kindle.,N,creat sourc incom first jackass u propos pay book wanna read hardli afford food peopl dine hunger thirst u wanna give kindl ef sick u see kid rag travel mile away drink water first thought give kindl,0,Negative
912,Stop breeding like rabbits hopped up on viagra first then well talk. Most of these countries perpetuate their own poverty.,P,stop breed like rabbit hop viagra first well talk countri perpetu poverti,1,Positive
913,I bought a Bible for $1.99 We send Bibles to Russian schools  and we cant even pray in schools. CONDOMS....spelling!,O,bought bibl send bibl russian school cant even pray school condom spell,1,Positive
914,"solar is not really necessary as there are tools to charge via bicycle, playgrounds, etc. ... books are simple, there are plenty of free books available on the Web via Project Gutenberg, Amazon, etc.",P,solar realli necessari tool charg via bicycl playground etc book simpl plenti free book avail web via project gutenberg amazon etc,1,Positive
915,@betsy ... try the free kindle reader for your PC.,P,betsi tri free kindl reader pc,0,Negative
916,"I love my Kindle. It has saved me from a few otherwise boring waits, thats for sure!",P,love kindl save otherwis bore wait that sure,1,Positive
917,Love these posts it always brings the right wing weirdos out like a moth to a flame!!!,P,love post alway bring right wing weirdo like moth flame,1,Positive
918,@ Dave kolan Im embarrassed for you... Perpetuate their own poverty? Dude no comment...,O,dave kolan im embarrass perpetu poverti dude comment,0,Negative
919,Cant we send them Ipod touches and Kindles both?,O,cant send ipod touch kindl,0,Negative
920,"thank you, David Cook!",P,thank david cook,1,Positive
921,"This is actually a great idea. Think of all the rural schools in Africa and elsewhere desperate for books, and think of all the great books available for free on Kindle!",P,actual great idea think rural school africa elsewher desper book think great book avail free kindl,1,Positive
922,Cool story and a very good idea.,P,cool stori good idea,1,Positive
923,Love it!,P,love,1,Positive
924,"Rashean... you are a great example of why people need books.""Create source of income first jackass how do u propose they pay for the books the wanna read when they can hardly afford food.these people are dining from hunger and thirst and u wanna give them a kindle your effing sick if u see kids in rags traveling miles away so they can have drinking water and your first thought is to give them a kindle""Create (a) source of income first jackass(.) (H)ow do (yo)u propose they pay for the books (Im assuming you mean ""they want to"")the wanna read when they can hardly afford food.( T )these people are (dying?)dining from hunger and thirst and (yo)u (want to)wanna give them a kindle(.) (Y)our (f-ing) effing sick if (yo)u see kids in rags traveling miles away so they can have drinking water and your first thought is to give them a kindleAlso, Im sure no one here is suggesting you go find a community that has no food, no running water and no electricity and give them an electronic device. They mean to go to poverty struck areas where children cant afford books, but already have the basics, i.e. (that means for example) food and water and give those children a means to get an education they wouldnt otherwise have.",N,rashean great exampl peopl need book creat sourc incom first jackass u propos pay book wanna read hardli afford food peopl dine hunger thirst u wanna give kindl ef sick u see kid rag travel mile away drink water first thought give kindl creat sourc incom first jackass h ow yo u propos pay book im assum mean want wanna read hardli afford food peopl die dine hunger thirst yo u want wanna give kindl f ing ef sick yo u see kid rag travel mile away drink water first thought give kindlealso im sure one suggest go find commun food run water electr give electron devic mean go poverti struck area children cant afford book alreadi basic e mean exampl food water give children mean get educ wouldnt otherwis,0,Negative
925,I would like a kindle sent to me...,P,would like kindl sent,0,Negative
926,might have a point but what revolution would come from reading the classics?,O,might point revolut would come read classic,1,Positive
927,"@Judy: loaning books on kindle is available. Go to your amazon account, manage your account, check the books listed and see which ebooks are available to loan not all are. They will be a box by each of the book titles that you will have click on that will read if the ebook can be loaned out. Then just follow the rest.   ",O,judi loan book kindl avail go amazon account manag account check book list see ebook avail loan box book titl click read ebook loan follow rest,0,Negative
928,I live in Africa! You can send me a Kindle!,O,live africa send kindl,1,Positive
929,Do you have an office in India?,O,offic india,0,Negative
